date,AOT,CCU,CTI,CWS,KDB,RGB,SDD,SLP,TSM,TUR
2023-05-21,,0.11126116,0.019011075,,,,,,,
2023-05-22,,0.06246748,0.018591529,,,,,,,
2023-05-23,,0.047737807,0.01404936,,,,,,,
2023-05-24,,0.07305308,0.007777583,,,,,,,
2023-05-25,,0.08572285,0.0015833398,,,,,,,
2023-05-26,,0.09429399,-0.0038380667,,,,,,,
2023-05-27,,0.06927222,-0.008791262,,,,,,,
2023-05-28,,0.07961058,-0.0138569055,,,,,,,
2023-05-29,,0.09181047,-0.018901654,,,,,,,
2023-05-30,,0.13713361,-0.022477984,,,,,,,
2023-05-31,,0.15708016,-0.022399077,,,,,,,
2023-06-01,,0.14419001,-0.017286971,,,,,,,
2023-06-02,,0.1401942,-0.007914499,,,,,,,
2023-06-03,,0.14699045,0.0030451596,,,,,,,
2023-06-04,,0.1161489,0.012720332,,,,,,,
2023-06-05,,0.03604025,0.019605208,,,,,,,
2023-06-06,,0.07299623,0.023719031,,,,,,,
2023-06-07,,0.1317025,0.025336739,,,,,,,
2023-06-08,,0.08300507,0.023931004,,,,,,,
2023-06-09,,0.08354098,0.018547814,,,,,,,
2023-06-10,,0.12886326,0.008883091,,,,,,,
2023-06-11,,0.09901532,-0.003569182,,,,,,,
2023-06-12,,0.09842175,-0.015518327,,,,,,,
2023-06-13,,0.11382926,-0.023034723,,,,,,,
2023-06-14,,0.17683806,-0.023280513,,,,,,,
2023-06-15,,0.19762795,-0.016059669,,,,,,,
2023-06-16,,0.13072844,-0.0042507416,,,,,,,
2023-06-17,,0.12014461,0.0074289683,,,,,,,
2023-06-18,,0.11001303,0.01484144,,,,,,,
2023-06-19,,0.116109535,0.016503137,,,,,,,
2023-06-20,,0.14263345,0.013644108,,,,,,,
2023-06-21,,0.15785666,0.008780815,,,,,,,
2023-06-22,,0.1647203,0.0037443147,,,,,,,
2023-06-23,,0.14708145,-0.0011200776,,,,,,,
2023-06-24,,0.11828447,-0.0062805726,,,,,,,
2023-06-25,,0.1334695,-0.012016776,,,,,,,
2023-06-26,,0.13088028,-0.0176771,,,,,,,
2023-06-27,,0.04384316,-0.021737037,,,,,,,
2023-06-28,,0.095694736,-0.022228617,,,,,,,
2023-06-29,,0.13393012,-0.01787945,,,,,,,
2023-06-30,,0.15322368,-0.009029904,,,,,,,
2023-07-01,,0.15018657,0.0019839176,,,,,,,
2023-07-02,,0.15173669,0.011793807,,,,,,,
2023-07-03,,0.16747962,0.017948186,,,,,,,
2023-07-04,,0.17432068,0.02012978,,,,,,,
2023-07-05,,0.18329176,0.01970171,,,,,,,
2023-07-06,,0.13199177,0.017916018,,,,,,,
